prophage_id	sample_id	length_bp	original_id
kansas_SRR28708127_NODE_52_length_15722_cov_21.517409	SRR28708127	15722	NODE_52_length_15722_cov_21.517409
kansas_SRR28708127_NODE_26_length_77231_cov_18.277625_fragment_1	SRR28708127	12928	NODE_26_length_77231_cov_18.277625_fragment_1
kansas_SRR28708127_NODE_62_length_7722_cov_20.336011	SRR28708127	7722	NODE_62_length_7722_cov_20.336011
kansas_SRR28708127_NODE_10_length_171369_cov_18.356659_fragment_1	SRR28708127	46705	NODE_10_length_171369_cov_18.356659_fragment_1
kansas_SRR28708128_NODE_64_length_7084_cov_2.305017	SRR28708128	7084	NODE_64_length_7084_cov_2.305017
kansas_SRR28708128_NODE_89_length_3574_cov_2.355381	SRR28708128	3574	NODE_89_length_3574_cov_2.355381
kansas_SRR28708128_NODE_65_length_6511_cov_2.263158	SRR28708128	6511	NODE_65_length_6511_cov_2.263158
kansas_SRR28708128_NODE_92_length_3402_cov_2.111145	SRR28708128	3402	NODE_92_length_3402_cov_2.111145
kansas_SRR28708128_NODE_69_length_5742_cov_3.057168	SRR28708128	5742	NODE_69_length_5742_cov_3.057168
kansas_SRR28708128_NODE_77_length_4327_cov_1.989524	SRR28708128	4327	NODE_77_length_4327_cov_1.989524
kansas_SRR28708128_NODE_1_length_391595_cov_10.434357_fragment_1	SRR28708128	35677	NODE_1_length_391595_cov_10.434357_fragment_1
kansas_SRR28708128_NODE_105_length_2618_cov_19.153754	SRR28708128	2618	NODE_105_length_2618_cov_19.153754
kansas_SRR28708128_NODE_17_length_118229_cov_11.425158_fragment_2	SRR28708128	42438	NODE_17_length_118229_cov_11.425158_fragment_2
kansas_SRR28708128_NODE_16_length_126115_cov_10.840278_fragment_1	SRR28708128	4133	NODE_16_length_126115_cov_10.840278_fragment_1
kansas_SRR28708128_NODE_14_length_146397_cov_12.741834_fragment_1	SRR28708128	16861	NODE_14_length_146397_cov_12.741834_fragment_1
kansas_SRR28708128_NODE_110_length_2415_cov_1.740385	SRR28708128	2415	NODE_110_length_2415_cov_1.740385
kansas_SRR28708128_NODE_94_length_3369_cov_2.194016	SRR28708128	3369	NODE_94_length_3369_cov_2.194016
kansas_SRR28708128_NODE_66_length_6337_cov_13.878261	SRR28708128	6337	NODE_66_length_6337_cov_13.878261
kansas_SRR28708128_NODE_21_length_74626_cov_11.484409_fragment_1	SRR28708128	33388	NODE_21_length_74626_cov_11.484409_fragment_1
kansas_SRR28708128_NODE_132_length_1842_cov_12.258892	SRR28708128	1842	NODE_132_length_1842_cov_12.258892
kansas_SRR28708128_NODE_97_length_3136_cov_1.897308	SRR28708128	3136	NODE_97_length_3136_cov_1.897308
kansas_SRR28708128_NODE_85_length_3888_cov_1.877160	SRR28708128	3888	NODE_85_length_3888_cov_1.877160
kansas_SRR28708128_NODE_123_length_2046_cov_2.496092	SRR28708128	2046	NODE_123_length_2046_cov_2.496092
kansas_SRR28708128_NODE_124_length_2001_cov_14.433298	SRR28708128	2001	NODE_124_length_2001_cov_14.433298
kansas_SRR28708128_NODE_95_length_3281_cov_1.782181	SRR28708128	3281	NODE_95_length_3281_cov_1.782181
kansas_SRR28708129_NODE_114_length_2552_cov_1.468454	SRR28708129	2552	NODE_114_length_2552_cov_1.468454
kansas_SRR28708129_NODE_132_length_1778_cov_20.700182	SRR28708129	1778	NODE_132_length_1778_cov_20.700182
kansas_SRR28708129_NODE_30_length_57580_cov_17.138461_fragment_1	SRR28708129	10927	NODE_30_length_57580_cov_17.138461_fragment_1
kansas_SRR28708129_NODE_79_length_6014_cov_21.699847	SRR28708129	6014	NODE_79_length_6014_cov_21.699847
kansas_SRR28708129_NODE_93_length_4228_cov_1.866374	SRR28708129	4228	NODE_93_length_4228_cov_1.866374
kansas_SRR28708129_NODE_69_length_11556_cov_15.332838	SRR28708129	11556	NODE_69_length_11556_cov_15.332838
kansas_SRR28708129_NODE_108_length_2755_cov_1.719939	SRR28708129	2755	NODE_108_length_2755_cov_1.719939
kansas_SRR28708129_NODE_153_length_1281_cov_21.860485	SRR28708129	1281	NODE_153_length_1281_cov_21.860485
kansas_SRR28708129_NODE_8_length_147506_cov_18.213592_fragment_2	SRR28708129	39783	NODE_8_length_147506_cov_18.213592_fragment_2
kansas_SRR28708129_NODE_8_length_147506_cov_18.213592_fragment_1	SRR28708129	24891	NODE_8_length_147506_cov_18.213592_fragment_1
kansas_SRR28708129_NODE_56_length_22488_cov_18.435088	SRR28708129	22488	NODE_56_length_22488_cov_18.435088
kansas_SRR28708129_NODE_67_length_12398_cov_17.152066	SRR28708129	12398	NODE_67_length_12398_cov_17.152066
kansas_SRR28708129_NODE_81_length_5742_cov_20.686910	SRR28708129	5742	NODE_81_length_5742_cov_20.686910
kansas_SRR28708129_NODE_127_length_1902_cov_17.891831	SRR28708129	1902	NODE_127_length_1902_cov_17.891831
kansas_SRR28708129_NODE_80_length_5895_cov_17.355756	SRR28708129	5895	NODE_80_length_5895_cov_17.355756
kansas_SRR28708129_NODE_89_length_4510_cov_2.014830	SRR28708129	4510	NODE_89_length_4510_cov_2.014830
kansas_SRR28708129_NODE_99_length_3505_cov_1.777383	SRR28708129	3505	NODE_99_length_3505_cov_1.777383
kansas_SRR28708129_NODE_104_length_3130_cov_15.698635	SRR28708129	3130	NODE_104_length_3130_cov_15.698635
kansas_SRR28708129_NODE_4_length_163881_cov_17.452600_fragment_2	SRR28708129	11828	NODE_4_length_163881_cov_17.452600_fragment_2
kansas_SRR28708129_NODE_95_length_4166_cov_1.762317	SRR28708129	4166	NODE_95_length_4166_cov_1.762317
kansas_SRR28708129_NODE_59_length_17392_cov_19.822589	SRR28708129	17392	NODE_59_length_17392_cov_19.822589
kansas_SRR28708129_NODE_144_length_1554_cov_2.101612	SRR28708129	1554	NODE_144_length_1554_cov_2.101612
kansas_SRR28708129_NODE_105_length_2963_cov_1.874824	SRR28708129	2963	NODE_105_length_2963_cov_1.874824
kansas_SRR28708129_NODE_46_length_34096_cov_16.977686_fragment_1	SRR28708129	26647	NODE_46_length_34096_cov_16.977686_fragment_1
kansas_SRR28708129_NODE_1_length_326604_cov_19.102323_fragment_3	SRR28708129	15186	NODE_1_length_326604_cov_19.102323_fragment_3
kansas_SRR28708129_NODE_97_length_3634_cov_19.226404	SRR28708129	3634	NODE_97_length_3634_cov_19.226404
kansas_SRR28708129_NODE_117_length_2265_cov_1.491581	SRR28708129	2265	NODE_117_length_2265_cov_1.491581
kansas_SRR28708129_NODE_76_length_6896_cov_16.211848	SRR28708129	6896	NODE_76_length_6896_cov_16.211848
kansas_SRR28708129_NODE_18_length_109620_cov_16.853589_fragment_1	SRR28708129	21948	NODE_18_length_109620_cov_16.853589_fragment_1
kansas_SRR28722259_NODE_60_length_3841_cov_6.079160	SRR28722259	3841	NODE_60_length_3841_cov_6.079160
kansas_SRR29788344_NODE_1_length_1508460_cov_26.291320_fragment_7	SRR29788344	42476	NODE_1_length_1508460_cov_26.291320_fragment_7
kansas_SRR29788344_NODE_1_length_1508460_cov_26.291320_fragment_5	SRR29788344	13055	NODE_1_length_1508460_cov_26.291320_fragment_5
kansas_SRR29788344_NODE_2_length_682292_cov_29.982394_fragment_1	SRR29788344	37888	NODE_2_length_682292_cov_29.982394_fragment_1
kansas_SRR29791251_NODE_137_length_2053_cov_14.611111	SRR29791251	2053	NODE_137_length_2053_cov_14.611111
kansas_SRR29791251_NODE_90_length_4393_cov_23.933193	SRR29791251	4393	NODE_90_length_4393_cov_23.933193
kansas_SRR29791251_NODE_2_length_372189_cov_18.724073_fragment_1	SRR29791251	9384	NODE_2_length_372189_cov_18.724073_fragment_1
kansas_SRR29791251_NODE_2_length_372189_cov_18.724073_fragment_4	SRR29791251	24820	NODE_2_length_372189_cov_18.724073_fragment_4
kansas_SRR29791251_NODE_82_length_5419_cov_35.619426	SRR29791251	5419	NODE_82_length_5419_cov_35.619426
kansas_SRR29791251_NODE_1_length_393906_cov_16.762519_fragment_1	SRR29791251	9707	NODE_1_length_393906_cov_16.762519_fragment_1
kansas_SRR29791251_NODE_37_length_30124_cov_19.458413_fragment_1	SRR29791251	15416	NODE_37_length_30124_cov_19.458413_fragment_1
kansas_SRR29791251_NODE_92_length_4201_cov_20.668630	SRR29791251	4201	NODE_92_length_4201_cov_20.668630
kansas_SRR29791251_NODE_3_length_347916_cov_19.238055_fragment_1	SRR29791251	7084	NODE_3_length_347916_cov_19.238055_fragment_1
kansas_SRR29791251_NODE_79_length_5690_cov_19.156031	SRR29791251	5690	NODE_79_length_5690_cov_19.156031
kansas_SRR29791251_NODE_51_length_17866_cov_18.162749	SRR29791251	17866	NODE_51_length_17866_cov_18.162749
kansas_SRR29791251_NODE_117_length_2523_cov_21.452003	SRR29791251	2523	NODE_117_length_2523_cov_21.452003
kansas_SRR29791251_NODE_9_length_198010_cov_16.359687_fragment_2	SRR29791251	13396	NODE_9_length_198010_cov_16.359687_fragment_2
kansas_SRR29791251_NODE_21_length_96175_cov_19.906994_fragment_1	SRR29791251	6508	NODE_21_length_96175_cov_19.906994_fragment_1
kansas_SRR29791251_NODE_60_length_12276_cov_22.018026	SRR29791251	12276	NODE_60_length_12276_cov_22.018026
kansas_SRR29791251_NODE_133_length_2121_cov_19.242728	SRR29791251	2121	NODE_133_length_2121_cov_19.242728
kansas_SRR29791251_NODE_49_length_18677_cov_18.031321	SRR29791251	18677	NODE_49_length_18677_cov_18.031321
kansas_SRR29791251_NODE_6_length_225665_cov_17.346177_fragment_1	SRR29791251	24342	NODE_6_length_225665_cov_17.346177_fragment_1
kansas_SRR29791251_NODE_48_length_18891_cov_16.568482	SRR29791251	18891	NODE_48_length_18891_cov_16.568482
kansas_SRR29791251_NODE_62_length_11373_cov_20.112929	SRR29791251	11373	NODE_62_length_11373_cov_20.112929
kansas_SRR29791251_NODE_26_length_49452_cov_17.379686_fragment_1	SRR29791251	30711	NODE_26_length_49452_cov_17.379686_fragment_1
kansas_SRR29791251_NODE_126_length_2273_cov_18.198043	SRR29791251	2273	NODE_126_length_2273_cov_18.198043
kansas_SRR29791251_NODE_146_length_1747_cov_27.870370	SRR29791251	1747	NODE_146_length_1747_cov_27.870370
kansas_SRR29791251_NODE_52_length_17568_cov_20.393899	SRR29791251	17568	NODE_52_length_17568_cov_20.393899
kansas_SRR29791251_NODE_47_length_20328_cov_18.947577	SRR29791251	20328	NODE_47_length_20328_cov_18.947577
kansas_SRR29791251_NODE_19_length_105370_cov_17.650409_fragment_1	SRR29791251	10383	NODE_19_length_105370_cov_17.650409_fragment_1
kansas_SRR29791251_NODE_127_length_2272_cov_6.828904	SRR29791251	2272	NODE_127_length_2272_cov_6.828904
kansas_SRR29791251_NODE_107_length_2948_cov_22.588444	SRR29791251	2948	NODE_107_length_2948_cov_22.588444
kansas_SRR29791251_NODE_7_length_215846_cov_19.287643_fragment_1	SRR29791251	9206	NODE_7_length_215846_cov_19.287643_fragment_1
kansas_SRR29791252_NODE_31_length_33244_cov_23.888698_fragment_1	SRR29791252	8342	NODE_31_length_33244_cov_23.888698_fragment_1
kansas_SRR29791252_NODE_49_length_5866_cov_25.538944	SRR29791252	5866	NODE_49_length_5866_cov_25.538944
kansas_SRR29791252_NODE_62_length_1482_cov_27.230258	SRR29791252	1482	NODE_62_length_1482_cov_27.230258
kansas_SRR29791252_NODE_11_length_143189_cov_20.422383_fragment_1	SRR29791252	23597	NODE_11_length_143189_cov_20.422383_fragment_1
kansas_SRR29791252_NODE_4_length_335136_cov_21.478047_fragment_3	SRR29791252	7892	NODE_4_length_335136_cov_21.478047_fragment_3
kansas_SRR29791252_NODE_52_length_4481_cov_20.492880	SRR29791252	4481	NODE_52_length_4481_cov_20.492880
kansas_SRR29791252_NODE_19_length_77172_cov_22.692686_fragment_1	SRR29791252	36965	NODE_19_length_77172_cov_22.692686_fragment_1
kansas_SRR29791252_NODE_2_length_418798_cov_22.679665_fragment_1	SRR29791252	24606	NODE_2_length_418798_cov_22.679665_fragment_1
kansas_SRR29791252_NODE_41_length_18700_cov_21.076940	SRR29791252	18700	NODE_41_length_18700_cov_21.076940
kansas_SRR29791252_NODE_58_length_2706_cov_24.746801	SRR29791252	2706	NODE_58_length_2706_cov_24.746801
kansas_SRR29791252_NODE_56_length_3258_cov_21.546151	SRR29791252	3258	NODE_56_length_3258_cov_21.546151
kansas_SRR29791252_NODE_6_length_254482_cov_20.253339_fragment_1	SRR29791252	36938	NODE_6_length_254482_cov_20.253339_fragment_1
kansas_SRR29791252_NODE_57_length_2913_cov_5.955133	SRR29791252	2913	NODE_57_length_2913_cov_5.955133
kansas_SRR29791252_NODE_38_length_21285_cov_23.971973	SRR29791252	21285	NODE_38_length_21285_cov_23.971973
kansas_SRR29791253_NODE_55_length_15561_cov_27.616820	SRR29791253	15561	NODE_55_length_15561_cov_27.616820
kansas_SRR29791253_NODE_8_length_167816_cov_28.869258_fragment_1	SRR29791253	43626	NODE_8_length_167816_cov_28.869258_fragment_1
kansas_SRR29791253_NODE_9_length_167711_cov_27.956607_fragment_2	SRR29791253	7460	NODE_9_length_167711_cov_27.956607_fragment_2
kansas_SRR29791253_NODE_32_length_51129_cov_27.077526_fragment_1	SRR29791253	10523	NODE_32_length_51129_cov_27.077526_fragment_1
kansas_SRR29791253_NODE_70_length_4010_cov_23.446562	SRR29791253	4010	NODE_70_length_4010_cov_23.446562
kansas_SRR29791254_NODE_8_length_196645_cov_24.093365_fragment_2	SRR29791254	9709	NODE_8_length_196645_cov_24.093365_fragment_2
kansas_SRR29791254_NODE_62_length_12661_cov_25.180629	SRR29791254	12661	NODE_62_length_12661_cov_25.180629
kansas_SRR29791254_NODE_15_length_134047_cov_24.942615_fragment_1	SRR29791254	22248	NODE_15_length_134047_cov_24.942615_fragment_1
kansas_SRR29791254_NODE_3_length_280108_cov_24.104693_fragment_1	SRR29791254	10082	NODE_3_length_280108_cov_24.104693_fragment_1
kansas_SRR29791254_NODE_92_length_2810_cov_22.799851	SRR29791254	2810	NODE_92_length_2810_cov_22.799851
kansas_SRR29791254_NODE_30_length_37341_cov_25.093030_fragment_1	SRR29791254	10616	NODE_30_length_37341_cov_25.093030_fragment_1
kansas_SRR29791254_NODE_19_length_99683_cov_24.967365_fragment_1	SRR29791254	35465	NODE_19_length_99683_cov_24.967365_fragment_1
kansas_SRR29791254_NODE_14_length_134429_cov_24.432562_fragment_1	SRR29791254	43588	NODE_14_length_134429_cov_24.432562_fragment_1
kansas_SRR29791254_NODE_64_length_12229_cov_25.442985	SRR29791254	12229	NODE_64_length_12229_cov_25.442985
kansas_SRR29791254_NODE_32_length_32176_cov_22.894068	SRR29791254	32176	NODE_32_length_32176_cov_22.894068
kansas_SRR29791255_NODE_120_length_2197_cov_9.943478	SRR29791255	2197	NODE_120_length_2197_cov_9.943478
kansas_SRR29791255_NODE_11_length_121105_cov_20.108764_fragment_2	SRR29791255	9944	NODE_11_length_121105_cov_20.108764_fragment_2
kansas_SRR29791255_NODE_76_length_9266_cov_7.045847	SRR29791255	9266	NODE_76_length_9266_cov_7.045847
kansas_SRR29791255_NODE_15_length_103729_cov_26.699427_fragment_1	SRR29791255	11747	NODE_15_length_103729_cov_26.699427_fragment_1
kansas_SRR29791255_NODE_45_length_30666_cov_24.876355	SRR29791255	30666	NODE_45_length_30666_cov_24.876355
kansas_SRR29791255_NODE_97_length_4419_cov_8.097623	SRR29791255	4419	NODE_97_length_4419_cov_8.097623
kansas_SRR29791255_NODE_28_length_62849_cov_18.575906_fragment_1	SRR29791255	6583	NODE_28_length_62849_cov_18.575906_fragment_1
kansas_SRR29791255_NODE_71_length_10960_cov_8.971568	SRR29791255	10960	NODE_71_length_10960_cov_8.971568
kansas_SRR29791255_NODE_17_length_98648_cov_17.359345_fragment_1	SRR29791255	44841	NODE_17_length_98648_cov_17.359345_fragment_1
kansas_SRR29791255_NODE_62_length_14047_cov_8.287428	SRR29791255	14047	NODE_62_length_14047_cov_8.287428
kansas_SRR29791255_NODE_43_length_31949_cov_24.164163_fragment_1	SRR29791255	20529	NODE_43_length_31949_cov_24.164163_fragment_1
kansas_SRR29791255_NODE_2_length_223420_cov_22.370603_fragment_1	SRR29791255	38433	NODE_2_length_223420_cov_22.370603_fragment_1
kansas_SRR29791256_NODE_4_length_226210_cov_14.860905_fragment_1	SRR29791256	10521	NODE_4_length_226210_cov_14.860905_fragment_1
kansas_SRR29791256_NODE_2_length_277862_cov_14.343154_fragment_1	SRR29791256	22910	NODE_2_length_277862_cov_14.343154_fragment_1
kansas_SRR29791256_NODE_13_length_143566_cov_17.715057_fragment_1	SRR29791256	18132	NODE_13_length_143566_cov_17.715057_fragment_1
kansas_SRR29791257_NODE_54_length_6715_cov_4.808288	SRR29791257	6715	NODE_54_length_6715_cov_4.808288
kansas_SRR29791257_NODE_40_length_22348_cov_4.841951	SRR29791257	22348	NODE_40_length_22348_cov_4.841951
kansas_SRR29791257_NODE_62_length_3588_cov_3.799769	SRR29791257	3588	NODE_62_length_3588_cov_3.799769
kansas_SRR29791257_NODE_39_length_26093_cov_5.442271	SRR29791257	26093	NODE_39_length_26093_cov_5.442271
kansas_SRR29791257_NODE_45_length_14431_cov_5.053691	SRR29791257	14431	NODE_45_length_14431_cov_5.053691
kansas_SRR29791257_NODE_41_length_16135_cov_4.905672	SRR29791257	16135	NODE_41_length_16135_cov_4.905672
kansas_SRR29791257_NODE_5_length_332615_cov_18.597234_fragment_1	SRR29791257	36275	NODE_5_length_332615_cov_18.597234_fragment_1
kansas_SRR29791257_NODE_56_length_5985_cov_4.599693	SRR29791257	5985	NODE_56_length_5985_cov_4.599693
kansas_SRR29791257_NODE_11_length_187467_cov_16.053406_fragment_1	SRR29791257	45643	NODE_11_length_187467_cov_16.053406_fragment_1
kansas_SRR29791257_NODE_22_length_56941_cov_5.703911	SRR29791257	56941	NODE_22_length_56941_cov_5.703911
kansas_SRR29791257_NODE_1_length_419774_cov_16.247849_fragment_2	SRR29791257	38603	NODE_1_length_419774_cov_16.247849_fragment_2
kansas_SRR29791257_NODE_55_length_6541_cov_9.660742	SRR29791257	6541	NODE_55_length_6541_cov_9.660742
kansas_SRR29791257_NODE_50_length_7701_cov_4.364273	SRR29791257	7701	NODE_50_length_7701_cov_4.364273
kansas_SRR29791257_NODE_51_length_7402_cov_5.747216	SRR29791257	7402	NODE_51_length_7402_cov_5.747216
kansas_SRR29791257_NODE_69_length_2345_cov_5.174932	SRR29791257	2345	NODE_69_length_2345_cov_5.174932
kansas_SRR29791258_NODE_10_length_151047_cov_36.977902_fragment_1	SRR29791258	7410	NODE_10_length_151047_cov_36.977902_fragment_1
kansas_SRR29791258_NODE_6_length_257096_cov_40.278796_fragment_1	SRR29791258	9711	NODE_6_length_257096_cov_40.278796_fragment_1
kansas_SRR29791258_NODE_35_length_4764_cov_31.205089	SRR29791258	4764	NODE_35_length_4764_cov_31.205089
kansas_SRR29791258_NODE_3_length_672826_cov_43.416067_fragment_1	SRR29791258	42357	NODE_3_length_672826_cov_43.416067_fragment_1
kansas_SRR29791258_NODE_27_length_11227_cov_44.440631	SRR29791258	11227	NODE_27_length_11227_cov_44.440631
kansas_SRR29791258_NODE_28_length_10648_cov_31.000760	SRR29791258	10648	NODE_28_length_10648_cov_31.000760
kansas_SRR29791258_NODE_33_length_4904_cov_37.671761	SRR29791258	4904	NODE_33_length_4904_cov_37.671761
kansas_SRR29791258_NODE_31_length_5094_cov_36.576203	SRR29791258	5094	NODE_31_length_5094_cov_36.576203
kansas_SRR29791258_NODE_12_length_133195_cov_39.754877_fragment_1	SRR29791258	40026	NODE_12_length_133195_cov_39.754877_fragment_1
kansas_SRR29791258_NODE_16_length_80001_cov_39.853845_fragment_2	SRR29791258	16952	NODE_16_length_80001_cov_39.853845_fragment_2
kansas_SRR29791258_NODE_8_length_222991_cov_37.437702_fragment_1	SRR29791258	43559	NODE_8_length_222991_cov_37.437702_fragment_1
kansas_SRR29791259_NODE_41_length_13863_cov_4.243375	SRR29791259	13863	NODE_41_length_13863_cov_4.243375
kansas_SRR29791259_NODE_42_length_13785_cov_3.960390	SRR29791259	13785	NODE_42_length_13785_cov_3.960390
kansas_SRR29791259_NODE_55_length_2898_cov_5.540960	SRR29791259	2898	NODE_55_length_2898_cov_5.540960
kansas_SRR29791259_NODE_46_length_9161_cov_4.291122	SRR29791259	9161	NODE_46_length_9161_cov_4.291122
kansas_SRR29791259_NODE_36_length_27922_cov_4.212160	SRR29791259	27922	NODE_36_length_27922_cov_4.212160
kansas_SRR29791259_NODE_57_length_1932_cov_3.831579	SRR29791259	1932	NODE_57_length_1932_cov_3.831579
kansas_SRR29791259_NODE_44_length_10800_cov_3.805022	SRR29791259	10800	NODE_44_length_10800_cov_3.805022
kansas_SRR29791259_NODE_49_length_8142_cov_3.545976	SRR29791259	8142	NODE_49_length_8142_cov_3.545976
kansas_SRR29791259_NODE_23_length_55120_cov_18.199225_fragment_1	SRR29791259	24471	NODE_23_length_55120_cov_18.199225_fragment_1
kansas_SRR29791259_NODE_2_length_505269_cov_17.122764_fragment_2	SRR29791259	44968	NODE_2_length_505269_cov_17.122764_fragment_2
kansas_SRR29791260_NODE_7_length_187129_cov_24.063641_fragment_1	SRR29791260	3831	NODE_7_length_187129_cov_24.063641_fragment_1
kansas_SRR29791260_NODE_14_length_125002_cov_22.420300_fragment_1	SRR29791260	31106	NODE_14_length_125002_cov_22.420300_fragment_1
kansas_SRR29791260_NODE_3_length_218599_cov_20.286485_fragment_1	SRR29791260	15732	NODE_3_length_218599_cov_20.286485_fragment_1
kansas_SRR29791260_NODE_37_length_38211_cov_21.879267_fragment_1	SRR29791260	32781	NODE_37_length_38211_cov_21.879267_fragment_1
kansas_SRR29791260_NODE_59_length_12774_cov_26.453784	SRR29791260	12774	NODE_59_length_12774_cov_26.453784
kansas_SRR29791260_NODE_11_length_145388_cov_21.283070_fragment_1	SRR29791260	10526	NODE_11_length_145388_cov_21.283070_fragment_1
kansas_SRR29791260_NODE_22_length_82029_cov_28.719531_fragment_1	SRR29791260	33539	NODE_22_length_82029_cov_28.719531_fragment_1
kansas_SRR29791260_NODE_25_length_66618_cov_14.077364	SRR29791260	66618	NODE_25_length_66618_cov_14.077364
kansas_SRR29791260_NODE_44_length_33269_cov_24.959568	SRR29791260	33269	NODE_44_length_33269_cov_24.959568
kansas_SRR29791260_NODE_32_length_48464_cov_25.959865_fragment_1	SRR29791260	21174	NODE_32_length_48464_cov_25.959865_fragment_1
kansas_SRR29791260_NODE_24_length_68265_cov_26.735669_fragment_2	SRR29791260	25369	NODE_24_length_68265_cov_26.735669_fragment_2
kansas_SRR29791260_NODE_78_length_2790_cov_25.105896	SRR29791260	2790	NODE_78_length_2790_cov_25.105896
kansas_SRR29791261_NODE_68_length_5531_cov_20.926536	SRR29791261	5531	NODE_68_length_5531_cov_20.926536
kansas_SRR29791261_NODE_20_length_74838_cov_24.898475_fragment_1	SRR29791261	5641	NODE_20_length_74838_cov_24.898475_fragment_1
kansas_SRR29791261_NODE_1_length_341758_cov_20.727255_fragment_3	SRR29791261	43069	NODE_1_length_341758_cov_20.727255_fragment_3
kansas_SRR29791261_NODE_21_length_74289_cov_23.615302_fragment_1	SRR29791261	14842	NODE_21_length_74289_cov_23.615302_fragment_1
kansas_SRR29791261_NODE_65_length_6560_cov_21.360174	SRR29791261	6560	NODE_65_length_6560_cov_21.360174
kansas_SRR29791261_NODE_87_length_1794_cov_27.796041	SRR29791261	1794	NODE_87_length_1794_cov_27.796041
kansas_SRR29791261_NODE_19_length_77976_cov_23.333068_fragment_1	SRR29791261	6955	NODE_19_length_77976_cov_23.333068_fragment_1
kansas_SRR29791261_NODE_13_length_113378_cov_22.419846_fragment_1	SRR29791261	49160	NODE_13_length_113378_cov_22.419846_fragment_1
kansas_SRR29791262_NODE_1_length_341758_cov_28.049302_fragment_1	SRR29791262	43069	NODE_1_length_341758_cov_28.049302_fragment_1
kansas_SRR29791262_NODE_20_length_77939_cov_32.041279_fragment_1	SRR29791262	6955	NODE_20_length_77939_cov_32.041279_fragment_1
kansas_SRR29791262_NODE_21_length_74289_cov_32.123500_fragment_1	SRR29791262	14842	NODE_21_length_74289_cov_32.123500_fragment_1
kansas_SRR29791262_NODE_15_length_113378_cov_29.703923_fragment_1	SRR29791262	49160	NODE_15_length_113378_cov_29.703923_fragment_1
kansas_SRR29791262_NODE_89_length_1794_cov_44.839832	SRR29791262	1794	NODE_89_length_1794_cov_44.839832
kansas_SRR29791262_NODE_67_length_6560_cov_30.732473	SRR29791262	6560	NODE_67_length_6560_cov_30.732473
kansas_SRR29791262_NODE_71_length_5531_cov_27.360474	SRR29791262	5531	NODE_71_length_5531_cov_27.360474
kansas_SRR29791263_NODE_12_length_136048_cov_37.470641_fragment_1	SRR29791263	54570	NODE_12_length_136048_cov_37.470641_fragment_1
kansas_SRR29791263_NODE_35_length_1882_cov_34.043875	SRR29791263	1882	NODE_35_length_1882_cov_34.043875
kansas_SRR29791263_NODE_26_length_11786_cov_35.837636	SRR29791263	11786	NODE_26_length_11786_cov_35.837636
kansas_SRR29791263_NODE_3_length_466754_cov_36.008958_fragment_1	SRR29791263	22023	NODE_3_length_466754_cov_36.008958_fragment_1
kansas_SRR29791263_NODE_22_length_31363_cov_29.740524	SRR29791263	31363	NODE_22_length_31363_cov_29.740524
kansas_SRR29791263_NODE_11_length_136620_cov_30.270431_fragment_1	SRR29791263	42203	NODE_11_length_136620_cov_30.270431_fragment_1
kansas_SRR29791263_NODE_7_length_268982_cov_32.087095_fragment_1	SRR29791263	36893	NODE_7_length_268982_cov_32.087095_fragment_1
kansas_SRR29791263_NODE_2_length_674177_cov_33.735432_fragment_7	SRR29791263	21838	NODE_2_length_674177_cov_33.735432_fragment_7
kansas_SRR29791263_NODE_2_length_674177_cov_33.735432_fragment_3	SRR29791263	6523	NODE_2_length_674177_cov_33.735432_fragment_3
kansas_SRR29791263_NODE_2_length_674177_cov_33.735432_fragment_2	SRR29791263	39415	NODE_2_length_674177_cov_33.735432_fragment_2
kansas_SRR29791263_NODE_28_length_8762_cov_39.664273	SRR29791263	8762	NODE_28_length_8762_cov_39.664273
kansas_SRR29791263_NODE_30_length_5211_cov_36.411094	SRR29791263	5211	NODE_30_length_5211_cov_36.411094
kansas_SRR29791263_NODE_1_length_998062_cov_34.705822_fragment_2	SRR29791263	32960	NODE_1_length_998062_cov_34.705822_fragment_2
kansas_SRR29791263_NODE_1_length_998062_cov_34.705822_fragment_3	SRR29791263	32455	NODE_1_length_998062_cov_34.705822_fragment_3
kansas_SRR29791263_NODE_19_length_49485_cov_30.527473_fragment_1	SRR29791263	9171	NODE_19_length_49485_cov_30.527473_fragment_1
kansas_SRR29791264_NODE_6_length_345732_cov_16.169202_fragment_3	SRR29791264	10202	NODE_6_length_345732_cov_16.169202_fragment_3
kansas_SRR29791264_NODE_2_length_547341_cov_14.360301_fragment_1	SRR29791264	35512	NODE_2_length_547341_cov_14.360301_fragment_1
kansas_SRR29791264_NODE_12_length_175631_cov_15.410851_fragment_1	SRR29791264	23366	NODE_12_length_175631_cov_15.410851_fragment_1
kansas_SRR29791264_NODE_1_length_743238_cov_15.729729_fragment_1	SRR29791264	53359	NODE_1_length_743238_cov_15.729729_fragment_1
kansas_SRR29791265_NODE_13_length_122297_cov_26.668675_fragment_1	SRR29791265	27128	NODE_13_length_122297_cov_26.668675_fragment_1
kansas_SRR29791265_NODE_3_length_286026_cov_29.468043_fragment_1	SRR29791265	40494	NODE_3_length_286026_cov_29.468043_fragment_1
kansas_SRR29791265_NODE_6_length_217121_cov_25.592076_fragment_1	SRR29791265	14948	NODE_6_length_217121_cov_25.592076_fragment_1
