DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR30276939_NODE_37_length_39333_cov_6.924782_fragment_1	13544
kansas_SRR30276940_NODE_199_length_1644_cov_7.965063	1644
kansas_SRR30276940_NODE_67_length_21899_cov_7.137149	21899
kansas_SRR30276940_NODE_42_length_38100_cov_6.583731	38100
kansas_SRR30276940_NODE_169_length_2497_cov_6.557384	2497
kansas_SRR30276940_NODE_113_length_8575_cov_7.193892	8575
kansas_SRR30276940_NODE_163_length_2864_cov_7.398612	2864
kansas_SRR30276940_NODE_184_length_1988_cov_7.698012	1988
kansas_SRR30276940_NODE_101_length_10559_cov_6.403949	10559
kansas_SRR30276940_NODE_148_length_3713_cov_8.734802	3713
kansas_SRR30276940_NODE_4_length_158750_cov_6.278156_fragment_1	8087
kansas_SRR30276940_NODE_22_length_78115_cov_6.928476_fragment_1	5196
kansas_SRR30276940_NODE_91_length_13058_cov_6.304153	13058
kansas_SRR30276940_NODE_123_length_6028_cov_7.642264	6028
kansas_SRR30276940_NODE_158_length_3122_cov_8.362938	3122
kansas_SRR30276940_NODE_110_length_8954_cov_8.484649	8954
kansas_SRR30276940_NODE_206_length_1460_cov_7.718680	1460
kansas_SRR30276940_NODE_151_length_3604_cov_6.558527	3604
kansas_SRR30276940_NODE_139_length_4464_cov_7.334332	4464
kansas_SRR30276940_NODE_173_length_2374_cov_9.122830	2374
kansas_SRR30276940_NODE_90_length_13151_cov_6.400568	13151
kansas_SRR30276940_NODE_114_length_8288_cov_6.989340	8288
kansas_SRR30276940_NODE_24_length_60877_cov_7.015128_fragment_1	31458
kansas_SRR30276940_NODE_89_length_13464_cov_6.875534	13464
kansas_SRR30276940_NODE_171_length_2447_cov_6.190086	2447
kansas_SRR30276940_NODE_92_length_12302_cov_6.720493	12302
kansas_SRR30276940_NODE_143_length_3953_cov_7.849712	3953
kansas_SRR30276940_NODE_149_length_3681_cov_6.003376	3681
kansas_SRR30276940_NODE_82_length_15306_cov_6.573358	15306
kansas_SRR30276940_NODE_2_length_175092_cov_7.032538_fragment_1	32885
kansas_SRR30276941_NODE_24_length_94057_cov_25.475442_fragment_1	38850
kansas_SRR30276941_NODE_4_length_338461_cov_28.133635_fragment_3	49085
kansas_SRR30276941_NODE_19_length_109528_cov_19.154992	109528
kansas_SRR30276941_NODE_8_length_161160_cov_25.268079_fragment_1	41669
kansas_SRR30276941_NODE_13_length_136521_cov_25.726862_fragment_1	42111
kansas_SRR30276941_NODE_10_length_152267_cov_26.321999_fragment_2	25864
kansas_SRR30276941_NODE_9_length_156400_cov_31.567389_fragment_1	30587
kansas_SRR30276941_NODE_37_length_21413_cov_26.149466	21413
kansas_SRR30276942_NODE_1_length_371792_cov_22.231087_fragment_2	19972
kansas_SRR30276942_NODE_46_length_37616_cov_17.069140_fragment_1	22174
kansas_SRR30276942_NODE_99_length_4562_cov_23.322661	4562
kansas_SRR30276942_NODE_23_length_73541_cov_22.889626_fragment_1	16053
kansas_SRR30276942_NODE_8_length_122450_cov_28.670961_fragment_1	32121
kansas_SRR30276942_NODE_40_length_44350_cov_19.862311_fragment_1	11156
kansas_SRR30278236_NODE_181_length_3895_cov_11.785752	3895
kansas_SRR30278236_NODE_56_length_30225_cov_18.569159_fragment_1	11256
kansas_SRR30278236_NODE_149_length_9080_cov_17.399756	9080
kansas_SRR30278236_NODE_42_length_33663_cov_11.963318	33663
kansas_SRR30278238_NODE_57_length_1887_cov_19.698343	1887
kansas_SRR30278238_NODE_14_length_92646_cov_16.193132_fragment_1	30262
kansas_SRR30278238_NODE_20_length_69256_cov_19.046040_fragment_1	20440
kansas_SRR30278238_NODE_43_length_14643_cov_31.251270	14643
kansas_SRR30278238_NODE_25_length_58371_cov_16.413627_fragment_1	17968
kansas_SRR30278238_NODE_15_length_92095_cov_20.086342_fragment_1	22155
kansas_SRR30278238_NODE_22_length_67110_cov_19.832471_fragment_1	7255
kansas_SRR31015429_NODE_3_length_264762_cov_15.453190_fragment_1	9172
kansas_SRR31015429_NODE_12_length_130046_cov_16.962708_fragment_1	9678
kansas_SRR31015429_NODE_5_length_234730_cov_15.045080_fragment_1	24022
kansas_SRR31015429_NODE_46_length_25167_cov_4.655152	25167
kansas_SRR31015429_NODE_41_length_30797_cov_15.502706_fragment_1	9663
kansas_SRR31015429_NODE_1_length_547423_cov_16.799569_fragment_1	23513
kansas_SRR31015429_NODE_16_length_116125_cov_15.709512_fragment_1	14636
kansas_SRR31015429_NODE_36_length_34833_cov_17.592751_fragment_1	9914
kansas_SRR31015429_NODE_54_length_13062_cov_5.406649	13062
kansas_SRR31015429_NODE_61_length_10225_cov_5.712715	10225
kansas_SRR31015429_NODE_77_length_3311_cov_15.684673	3311
kansas_SRR31015429_NODE_34_length_37527_cov_15.647032	37527
kansas_SRR31015429_NODE_20_length_86721_cov_18.959489_fragment_1	35666
kansas_SRR31015429_NODE_40_length_31101_cov_15.571770	31101
kansas_SRR31015429_NODE_49_length_22749_cov_5.122491	22749
kansas_SRR31015430_NODE_2_length_328666_cov_11.656887_fragment_2	10523
kansas_SRR31015430_NODE_2_length_328666_cov_11.656887_fragment_1	10146
kansas_SRR31015430_NODE_100_length_3155_cov_4.963012	3155
kansas_SRR31015430_NODE_83_length_7441_cov_4.754580	7441
kansas_SRR31015430_NODE_6_length_160355_cov_12.990482_fragment_1	37932
kansas_SRR31015430_NODE_3_length_287600_cov_14.294640_fragment_1	43595
kansas_SRR31015430_NODE_108_length_2359_cov_5.806900	2359
kansas_SRR31015430_NODE_76_length_8766_cov_5.434194	8766
kansas_SRR31015430_NODE_28_length_55017_cov_10.946384_fragment_1	22929
kansas_SRR31015430_NODE_93_length_4829_cov_5.458838	4829
kansas_SRR31015430_NODE_95_length_4453_cov_4.421868	4453
kansas_SRR31015430_NODE_84_length_7112_cov_10.649964	7112
kansas_SRR31015431_NODE_61_length_27060_cov_31.545390	27060
kansas_SRR31015431_NODE_33_length_65025_cov_4.754892	65025
kansas_SRR31015431_NODE_87_length_8589_cov_25.779130	8589
kansas_SRR31015431_NODE_104_length_4250_cov_32.959496	4250
kansas_SRR31015431_NODE_52_length_33572_cov_32.450262_fragment_1	13466
kansas_SRR31015431_NODE_55_length_31513_cov_5.044192	31513
kansas_SRR31015431_NODE_20_length_86033_cov_37.360324_fragment_1	39001
kansas_SRR31015431_NODE_113_length_2321_cov_22.586600	2321
kansas_SRR31015431_NODE_47_length_38797_cov_34.562995_fragment_1	11967
kansas_SRR31015431_NODE_71_length_14481_cov_29.633064	14481
kansas_SRR31015431_NODE_11_length_128944_cov_34.732170_fragment_1	48305
kansas_SRR31015431_NODE_16_length_100168_cov_33.217911_fragment_1	6995
kansas_SRR31015431_NODE_17_length_94779_cov_35.510290_fragment_1	23537
kansas_SRR31015432_NODE_11_length_187988_cov_56.246070_fragment_2	17708
kansas_SRR31015432_NODE_34_length_25949_cov_15.027109	25949
kansas_SRR31015432_NODE_27_length_55062_cov_15.697060	55062
kansas_SRR31015432_NODE_3_length_321343_cov_51.462502_fragment_1	35043
kansas_SRR31015432_NODE_12_length_172723_cov_58.214582_fragment_1	42279
kansas_SRR31015432_NODE_44_length_2851_cov_15.952643	2851
kansas_SRR31015432_NODE_47_length_2396_cov_17.126437	2396
kansas_SRR31015432_NODE_2_length_336086_cov_46.530684_fragment_2	41528
kansas_SRR31015433_NODE_25_length_54805_cov_12.786057_fragment_1	24262
kansas_SRR31015433_NODE_19_length_87494_cov_13.125505_fragment_1	20549
kansas_SRR31015433_NODE_20_length_77888_cov_13.435643_fragment_1	37853
kansas_SRR31015433_NODE_84_length_2292_cov_17.174134	2292
kansas_SRR31015433_NODE_7_length_212604_cov_14.563520_fragment_1	6690
kansas_SRR31015433_NODE_74_length_4014_cov_16.317468	4014
kansas_SRR31015433_NODE_36_length_29975_cov_14.775864	29975
kansas_SRR31015433_NODE_39_length_27028_cov_14.523995	27028
kansas_SRR31015433_NODE_1_length_584422_cov_13.459263_fragment_4	30998
kansas_SRR31043773_NODE_16_length_92309_cov_14.595192_fragment_1	22203
kansas_SRR31043773_NODE_20_length_67210_cov_14.443138_fragment_1	7255
kansas_SRR31043773_NODE_49_length_1887_cov_16.209091	1887
kansas_SRR31043773_NODE_46_length_3580_cov_27.935998	3580
kansas_SRR31043773_NODE_19_length_69487_cov_13.940124_fragment_1	20440
kansas_SRR31043773_NODE_22_length_58471_cov_11.449215_fragment_1	19126
kansas_SRR31043773_NODE_10_length_180709_cov_11.633646_fragment_1	27718
kansas_SRR31043773_NODE_45_length_4053_cov_25.876974	4053
kansas_SRR31043773_NODE_41_length_5263_cov_10.920366	5263
kansas_SRR31043773_NODE_44_length_4317_cov_23.445346	4317
kansas_SRR31043774_NODE_8_length_180709_cov_13.161040_fragment_1	27718
kansas_SRR31043774_NODE_57_length_3580_cov_30.268173	3580
kansas_SRR31043774_NODE_50_length_5263_cov_12.909657	5263
kansas_SRR31043774_NODE_55_length_4317_cov_25.059189	4317
kansas_SRR31043774_NODE_24_length_58471_cov_12.513146_fragment_1	17968
kansas_SRR31043774_NODE_56_length_4053_cov_28.810494	4053
kansas_SRR31043774_NODE_16_length_94250_cov_16.213487_fragment_1	23963
kansas_SRR31043775_NODE_1_length_835206_cov_13.896362_fragment_2	16356
kansas_SRR31043775_NODE_1_length_835206_cov_13.896362_fragment_6	43798
kansas_SRR31043776_NODE_13_length_92378_cov_92.904706_fragment_1	22092
kansas_SRR31043776_NODE_18_length_69487_cov_84.854412_fragment_1	20440
kansas_SRR31043776_NODE_12_length_97412_cov_64.717819_fragment_1	39238
kansas_SRR31043776_NODE_19_length_68970_cov_92.015717_fragment_1	8548
kansas_SRR31043777_NODE_12_length_38588_cov_110.702374	38588
kansas_SRR31043777_NODE_6_length_141210_cov_56.581495_fragment_1	34347
kansas_SRR31045220_NODE_27_length_28468_cov_13.367771	28468
kansas_SRR31045220_NODE_96_length_2199_cov_1.555019	2199
kansas_SRR31045220_NODE_3_length_384179_cov_12.045418_fragment_2	25378
kansas_SRR31045220_NODE_8_length_326065_cov_13.135998_fragment_1	11950
kansas_SRR31045220_NODE_8_length_326065_cov_13.135998_fragment_2	21785
kansas_SRR31045220_NODE_63_length_4476_cov_14.888480	4476
kansas_SRR31045220_NODE_1_length_407424_cov_15.524509_fragment_1	22048
kansas_SRR31045220_NODE_52_length_6374_cov_14.450776	6374
kansas_SRR31045220_NODE_113_length_1723_cov_2.191103	1723
kansas_SRR31045220_NODE_78_length_2959_cov_1.515537	2959
kansas_SRR31045220_NODE_9_length_300960_cov_15.218849_fragment_1	18148
kansas_SRR31045220_NODE_53_length_6343_cov_15.886422	6343
kansas_SRR31045220_NODE_40_length_9206_cov_12.327789	9206
kansas_SRR31045220_NODE_24_length_31959_cov_11.664331	31959
kansas_SRR31045220_NODE_60_length_4881_cov_1.899663	4881
kansas_SRR31045221_NODE_39_length_25389_cov_7.005384	25389
kansas_SRR31045221_NODE_50_length_18303_cov_6.125605	18303
kansas_SRR31045221_NODE_5_length_230455_cov_8.495658_fragment_1	19078
kansas_SRR31045221_NODE_91_length_2869_cov_5.571481	2869
kansas_SRR31045221_NODE_54_length_11021_cov_5.450064	11021
kansas_SRR31045221_NODE_19_length_95621_cov_5.365070	95621
kansas_SRR31045221_NODE_81_length_4023_cov_5.608060	4023
kansas_SRR31045221_NODE_51_length_17493_cov_8.202349	17493
kansas_SRR31045221_NODE_59_length_9374_cov_8.049205	9374
kansas_SRR31045221_NODE_17_length_108080_cov_9.667985_fragment_1	21259
kansas_SRR31045221_NODE_35_length_28936_cov_5.914402	28936
kansas_SRR31045221_NODE_8_length_203676_cov_7.060831_fragment_1	12937
kansas_SRR31045221_NODE_87_length_3006_cov_8.783605	3006
kansas_SRR31045221_NODE_109_length_2011_cov_7.383758	2011
kansas_SRR31045221_NODE_48_length_19182_cov_5.787667	19182
kansas_SRR31151579_NODE_77_length_11368_cov_5.136998	11368
kansas_SRR31151579_NODE_114_length_3336_cov_5.918666	3336
kansas_SRR31151579_NODE_2_length_265142_cov_15.545384_fragment_2	44651
kansas_SRR31151579_NODE_14_length_88556_cov_14.001945_fragment_2	26425
kansas_SRR31151579_NODE_106_length_3752_cov_4.834207	3752
kansas_SRR31151579_NODE_116_length_3207_cov_5.741558	3207
kansas_SRR31151579_NODE_136_length_1639_cov_3.929233	1639
kansas_SRR31151579_NODE_91_length_6156_cov_13.806436	6156
kansas_SRR31151580_NODE_5_length_258153_cov_19.724722_fragment_1	17048
kansas_SRR31151580_NODE_56_length_3389_cov_16.412324	3389
kansas_SRR31151580_NODE_12_length_127381_cov_19.299888_fragment_1	6916
kansas_SRR31151580_NODE_41_length_15822_cov_35.554444	15822
kansas_SRR31151580_NODE_15_length_101832_cov_18.550484_fragment_1	18469
kansas_SRR31151580_NODE_10_length_160366_cov_19.887593_fragment_1	28756
kansas_SRR31151580_NODE_33_length_24639_cov_19.304953	24639
kansas_SRR31151580_NODE_53_length_4315_cov_16.595750	4315
kansas_SRR31151580_NODE_4_length_276715_cov_18.297757_fragment_3	28548
kansas_SRR31151580_NODE_55_length_3609_cov_20.678920	3609
kansas_SRR31151580_NODE_18_length_86793_cov_18.572208_fragment_1	16592
kansas_SRR31151581_NODE_4_length_429304_cov_32.729603_fragment_1	37729
kansas_SRR31151581_NODE_6_length_335316_cov_31.273631_fragment_1	44548
kansas_SRR31151581_NODE_19_length_66511_cov_36.202760_fragment_1	6913
kansas_SRR31151581_NODE_5_length_378986_cov_31.876857_fragment_1	44433
kansas_SRR31151582_NODE_25_length_48646_cov_39.368309_fragment_1	11799
kansas_SRR31151582_NODE_36_length_29005_cov_31.523166	29005
kansas_SRR31151582_NODE_6_length_281784_cov_40.060272_fragment_1	36786
kansas_SRR31151583_NODE_8_length_222261_cov_22.947680_fragment_2	24774
kansas_SRR31151583_NODE_8_length_222261_cov_22.947680_fragment_1	43904
kansas_SRR31151583_NODE_21_length_47827_cov_24.563082_fragment_1	31634
kansas_SRR31151583_NODE_10_length_206898_cov_28.517031_fragment_1	23312
kansas_SRR31151583_NODE_2_length_528411_cov_23.065291_fragment_1	44996
kansas_SRR31151583_NODE_7_length_305554_cov_24.354952_fragment_1	18046
kansas_SRR31151583_NODE_45_length_3461_cov_746.755849	3461
kansas_SRR31151583_NODE_29_length_26065_cov_24.752795	26065
kansas_SRR31151584_NODE_6_length_258838_cov_27.976762_fragment_1	12335
kansas_SRR31151584_NODE_1_length_426318_cov_27.356831_fragment_1	13052
kansas_SRR31151584_NODE_61_length_4166_cov_25.972023	4166
kansas_SRR31151584_NODE_25_length_55810_cov_28.663811_fragment_1	4172
kansas_SRR31151584_NODE_3_length_335525_cov_28.544866_fragment_4	7277
kansas_SRR31151584_NODE_3_length_335525_cov_28.544866_fragment_1	10437
kansas_SRR31151584_NODE_41_length_15249_cov_32.026121	15249
kansas_SRR31151584_NODE_4_length_306718_cov_26.764422_fragment_1	39906
kansas_SRR31151584_NODE_47_length_9487_cov_29.261645	9487
kansas_SRR31151584_NODE_45_length_11008_cov_29.248047	11008
kansas_SRR31151584_NODE_26_length_55048_cov_26.464886_fragment_1	9223
kansas_SRR31151584_NODE_35_length_26189_cov_23.388842_fragment_1	14897
kansas_SRR31151585_NODE_75_length_5466_cov_10.305863	5466
kansas_SRR31151585_NODE_2_length_229535_cov_8.939239_fragment_2	16879
kansas_SRR31151585_NODE_78_length_5126_cov_8.999600	5126
kansas_SRR31151585_NODE_34_length_47560_cov_8.872620_fragment_1	17953
kansas_SRR31151585_NODE_122_length_1705_cov_2.584918	1705
kansas_SRR31151585_NODE_91_length_3586_cov_9.742122	3586
kansas_SRR31151585_NODE_110_length_2488_cov_12.487082	2488
kansas_SRR31151585_NODE_41_length_34545_cov_8.422076	34545
kansas_SRR31151585_NODE_51_length_19442_cov_8.912814_fragment_1	8540
kansas_SRR31151586_NODE_4_length_279259_cov_16.400037_fragment_1	7643
kansas_SRR31151586_NODE_27_length_56635_cov_14.584554_fragment_1	26089
kansas_SRR31151586_NODE_33_length_39194_cov_13.263931	39194
kansas_SRR31151586_NODE_38_length_28174_cov_15.422826	28174
kansas_SRR31151587_NODE_19_length_111128_cov_15.312385_fragment_1	30419
kansas_SRR31151587_NODE_15_length_127232_cov_15.585288_fragment_2	10957
kansas_SRR31151587_NODE_40_length_5843_cov_13.638908	5843
kansas_SRR31151588_NODE_49_length_28810_cov_21.584527	28810
kansas_SRR31151588_NODE_43_length_36171_cov_21.638109	36171
kansas_SRR31151588_NODE_34_length_56962_cov_20.760236_fragment_1	9957
kansas_SRR31151588_NODE_29_length_67396_cov_19.641722_fragment_1	35773
kansas_SRR31151588_NODE_71_length_9003_cov_20.134633	9003
kansas_SRR31151588_NODE_5_length_202210_cov_20.714301_fragment_1	4686
kansas_SRR31151588_NODE_12_length_119859_cov_19.028063_fragment_1	36265
kansas_SRR31151589_NODE_8_length_244878_cov_16.984004_fragment_1	30419
kansas_SRR31151589_NODE_4_length_392028_cov_18.339971_fragment_1	60823
kansas_SRR31151589_NODE_5_length_360891_cov_17.559959_fragment_1	11065
kansas_SRR31151589_NODE_35_length_9078_cov_27.435706	9078
kansas_SRR31151589_NODE_56_length_1761_cov_34.304774	1761
kansas_SRR31151589_NODE_46_length_3468_cov_18.905118	3468
kansas_SRR31151589_NODE_32_length_13628_cov_53.073772	13628
kansas_SRR31151589_NODE_6_length_295554_cov_19.871197_fragment_1	22449
kansas_SRR31151589_NODE_13_length_138541_cov_16.594051_fragment_2	15728
kansas_SRR31151589_NODE_2_length_439097_cov_19.665838_fragment_1	36653
kansas_SRR31151590_NODE_29_length_34156_cov_35.938200	34156
kansas_SRR31151590_NODE_22_length_71089_cov_38.335222_fragment_1	6826
kansas_SRR31151590_NODE_12_length_135856_cov_39.109144_fragment_2	9858
kansas_SRR31151590_NODE_2_length_386955_cov_37.190607_fragment_2	37641
kansas_SRR31151590_NODE_2_length_386955_cov_37.190607_fragment_1	22975
kansas_SRR31151590_NODE_41_length_12343_cov_39.661428	12343
kansas_SRR31151590_NODE_30_length_31828_cov_39.351251	31828
kansas_SRR31151590_NODE_4_length_286592_cov_40.173550_fragment_1	18667
kansas_SRR31151590_NODE_1_length_566271_cov_38.145744_fragment_1	24141
kansas_SRR31151591_NODE_40_length_16097_cov_42.427301_fragment_1	8109
kansas_SRR31151591_NODE_19_length_91107_cov_49.591317_fragment_1	20193
kansas_SRR31151591_NODE_8_length_198867_cov_44.324031_fragment_1	23879
kansas_SRR31151591_NODE_7_length_200772_cov_51.211727_fragment_1	21652
kansas_SRR31151591_NODE_16_length_104922_cov_41.379856_fragment_1	21513
kansas_SRR31151591_NODE_28_length_55048_cov_45.664245_fragment_1	10613
kansas_SRR31151591_NODE_62_length_3080_cov_55.631900	3080
kansas_SRR31151591_NODE_23_length_70685_cov_48.758922_fragment_1	19053
kansas_SRR31151591_NODE_42_length_12913_cov_49.023854	12913
kansas_SRR31151591_NODE_9_length_197637_cov_50.316840_fragment_1	18246
kansas_SRR31151591_NODE_73_length_1744_cov_63.151515	1744
kansas_SRR31151592_NODE_59_length_14699_cov_12.160033	14699
kansas_SRR31151592_NODE_2_length_286436_cov_35.483118_fragment_1	39620
kansas_SRR31151592_NODE_75_length_7074_cov_10.495754	7074
kansas_SRR31151592_NODE_70_length_10555_cov_12.169352	10555
kansas_SRR31151592_NODE_80_length_5748_cov_13.495286	5748
kansas_SRR31151592_NODE_56_length_17885_cov_37.526354	17885
kansas_SRR31151592_NODE_48_length_24754_cov_8.622691	24754
kansas_SRR31151592_NODE_14_length_107286_cov_32.888204_fragment_1	17833
kansas_SRR31151592_NODE_16_length_101873_cov_31.911112_fragment_1	13048
kansas_SRR31151592_NODE_61_length_14371_cov_7.650098	14371
kansas_SRR31151592_NODE_20_length_91758_cov_34.739269_fragment_1	23756
kansas_SRR31151592_NODE_62_length_13865_cov_11.465206	13865
kansas_SRR31151592_NODE_19_length_92490_cov_32.905980_fragment_1	38510
kansas_SRR31151592_NODE_86_length_3588_cov_11.700665	3588
kansas_SRR31151592_NODE_42_length_32782_cov_8.883724	32782
kansas_SRR31151592_NODE_26_length_79710_cov_35.909604_fragment_1	5037
kansas_SRR31151592_NODE_5_length_190075_cov_30.515989_fragment_1	7527
kansas_SRR31151592_NODE_55_length_18391_cov_12.595215	18391
kansas_SRR31151592_NODE_22_length_88519_cov_35.034053_fragment_1	35772
kansas_SRR31151592_NODE_77_length_6836_cov_32.907289	6836
kansas_SRR31151592_NODE_64_length_11195_cov_9.107969	11195
kansas_SRR31151592_NODE_50_length_22939_cov_11.836533	22939
kansas_SRR31151593_NODE_84_length_6566_cov_20.112750	6566
kansas_SRR31151593_NODE_45_length_36616_cov_5.024364	36616
kansas_SRR31151593_NODE_67_length_16049_cov_7.915840_fragment_1	6379
kansas_SRR31151593_NODE_70_length_12550_cov_4.920068	12550
kansas_SRR31151593_NODE_41_length_39757_cov_15.656599_fragment_1	17456
kansas_SRR31151593_NODE_15_length_114213_cov_16.506679_fragment_1	42813
kansas_SRR31151593_NODE_25_length_67643_cov_20.479190_fragment_1	7254
kansas_SRR31151593_NODE_36_length_41962_cov_18.551930_fragment_1	26790
kansas_SRR31151593_NODE_26_length_61015_cov_19.706675_fragment_1	23967
kansas_SRR31151593_NODE_22_length_82978_cov_20.140529_fragment_1	33399
kansas_SRR31151593_NODE_96_length_2958_cov_14.147298	2958
kansas_SRR31151593_NODE_68_length_13557_cov_4.580119	13557
kansas_SRR31151593_NODE_60_length_22323_cov_4.712020	22323
kansas_SRR31151593_NODE_73_length_10659_cov_4.817793	10659
kansas_SRR31248174_NODE_53_length_5263_cov_13.589564	5263
kansas_SRR31248174_NODE_56_length_4317_cov_26.988067	4317
kansas_SRR31248174_NODE_19_length_94250_cov_14.225949_fragment_1	23604
kansas_SRR31248174_NODE_28_length_64961_cov_12.914073_fragment_1	24578
kansas_SRR31248174_NODE_26_length_67101_cov_13.609938_fragment_1	7336
kansas_SRR31248174_NODE_25_length_69487_cov_13.748688_fragment_1	20440
kansas_SRR31290158_NODE_18_length_96441_cov_57.581005	96441
kansas_SRR31290158_NODE_2_length_186199_cov_115.032441_fragment_1	32530
kansas_SRR31290158_NODE_41_length_41908_cov_118.984748_fragment_1	10674
kansas_SRR31290158_NODE_7_length_146085_cov_116.192907_fragment_1	10737
kansas_SRR31290158_NODE_47_length_34604_cov_121.101833_fragment_1	8733
kansas_SRR31290158_NODE_25_length_85510_cov_126.875774_fragment_1	38337
kansas_SRR31290159_NODE_48_length_37392_cov_75.227415_fragment_1	17478
kansas_SRR31290159_NODE_63_length_23965_cov_84.113279	23965
kansas_SRR31290159_NODE_14_length_111095_cov_70.272902_fragment_1	23584
kansas_SRR31290159_NODE_7_length_147166_cov_82.060460_fragment_1	39671
kansas_SRR31290159_NODE_110_length_3293_cov_85.837065	3293
kansas_SRR31290159_NODE_82_length_12056_cov_71.648886	12056
kansas_SRR31290159_NODE_88_length_8263_cov_70.986074	8263
kansas_SRR31290159_NODE_10_length_124243_cov_77.219722_fragment_1	18066
kansas_SRR31290159_NODE_9_length_138623_cov_71.525703_fragment_1	16365
kansas_SRR31290159_NODE_67_length_22004_cov_58.660920	22004
kansas_SRR31290159_NODE_68_length_21270_cov_62.721984	21270
kansas_SRR31290159_NODE_112_length_2866_cov_79.411617	2866
kansas_SRR31290159_NODE_66_length_22780_cov_85.440030	22780
kansas_SRR31290159_NODE_21_length_78568_cov_26.949752	78568
kansas_SRR31290159_NODE_96_length_6804_cov_62.037907	6804
kansas_SRR31290159_NODE_99_length_5914_cov_97.113243	5914
kansas_SRR31290159_NODE_33_length_46494_cov_85.968805_fragment_1	15186
kansas_SRR31290159_NODE_25_length_64325_cov_73.585528_fragment_1	25258
kansas_SRR31290159_NODE_95_length_6907_cov_75.700439	6907
kansas_SRR31290159_NODE_120_length_1564_cov_69.884331	1564
kansas_SRR31290160_NODE_44_length_16910_cov_102.716509	16910
kansas_SRR31290160_NODE_5_length_217485_cov_157.107443_fragment_1	19319
kansas_SRR31290160_NODE_2_length_484246_cov_139.538149_fragment_3	30305
kansas_SRR31290160_NODE_22_length_71472_cov_126.092163_fragment_1	36247
kansas_SRR31290160_NODE_23_length_66597_cov_137.581600_fragment_1	26494
kansas_SRR31290160_NODE_41_length_20049_cov_275.801823	20049
kansas_SRR31290160_NODE_57_length_1848_cov_172.848673	1848
kansas_SRR31290161_NODE_50_length_34927_cov_137.532109	34927
kansas_SRR31290161_NODE_25_length_77535_cov_174.086963_fragment_1	16127
kansas_SRR31290161_NODE_106_length_2895_cov_126.578779	2895
kansas_SRR31290161_NODE_23_length_78504_cov_145.004743_fragment_1	8410
kansas_SRR31290161_NODE_28_length_71539_cov_166.719515_fragment_1	4588
kansas_SRR31290161_NODE_35_length_59644_cov_126.076485_fragment_1	46688
kansas_SRR31290161_NODE_89_length_6002_cov_130.546498	6002
kansas_SRR31290161_NODE_55_length_30108_cov_182.311645	30108
kansas_SRR31290161_NODE_26_length_74667_cov_129.511784_fragment_1	33773
kansas_SRR31290161_NODE_18_length_85809_cov_151.579853_fragment_1	22866
kansas_SRR31290161_NODE_31_length_64994_cov_145.372275_fragment_1	4663
kansas_SRR31290161_NODE_4_length_169812_cov_156.271240_fragment_1	42834
kansas_SRR31290161_NODE_15_length_92703_cov_128.443839_fragment_2	10623
kansas_SRR31290161_NODE_15_length_92703_cov_128.443839_fragment_1	12529
kansas_SRR31290161_NODE_19_length_84898_cov_158.037561_fragment_1	15592
kansas_SRR31290161_NODE_1_length_421918_cov_161.917599_fragment_2	9605
kansas_SRR31290161_NODE_38_length_56105_cov_142.561844_fragment_1	14986
kansas_SRR31290162_NODE_34_length_45765_cov_76.582626_fragment_1	19071
kansas_SRR31290162_NODE_148_length_1898_cov_81.612301	1898
kansas_SRR31290162_NODE_118_length_5273_cov_81.573903	5273
kansas_SRR31290162_NODE_19_length_85094_cov_83.916334_fragment_1	5887
kansas_SRR31290162_NODE_92_length_9543_cov_53.391295	9543
kansas_SRR31290162_NODE_132_length_3378_cov_134.118146	3378
kansas_SRR31290162_NODE_9_length_123495_cov_74.071521_fragment_2	12046
kansas_SRR31290162_NODE_117_length_5289_cov_134.447045	5289
kansas_SRR31290162_NODE_73_length_15896_cov_115.189898	15896
kansas_SRR31290162_NODE_90_length_10827_cov_53.575535	10827
kansas_SRR31290162_NODE_80_length_14906_cov_81.411221	14906
kansas_SRR31290162_NODE_58_length_26514_cov_75.562545_fragment_1	17713
kansas_SRR31290162_NODE_23_length_71939_cov_81.061729_fragment_1	13724
kansas_SRR31290162_NODE_140_length_2377_cov_87.011304	2377
kansas_SRR31290162_NODE_81_length_14317_cov_98.342416	14317
kansas_SRR31290162_NODE_126_length_4191_cov_179.836169	4191
kansas_SRR31290162_NODE_10_length_118808_cov_77.397857_fragment_1	22209
kansas_SRR31290162_NODE_67_length_20147_cov_65.639711	20147
kansas_SRR31290162_NODE_5_length_147023_cov_84.479210_fragment_1	12119
kansas_SRR31290162_NODE_144_length_2169_cov_195.960325	2169
kansas_SRR31290162_NODE_72_length_16136_cov_97.229093	16136
kansas_SRR31290167_NODE_19_length_104372_cov_83.151071_fragment_1	26671
kansas_SRR31290167_NODE_48_length_13618_cov_129.686065	13618
kansas_SRR31290167_NODE_7_length_177226_cov_96.004832_fragment_1	33139
kansas_SRR31290167_NODE_41_length_31266_cov_71.983071_fragment_1	11455
kansas_SRR31290167_NODE_14_length_134614_cov_88.869188_fragment_1	35780
kansas_SRR31290167_NODE_37_length_36080_cov_64.996334	36080
kansas_SRR31290168_NODE_1_length_650517_cov_91.440465_fragment_2	13055
kansas_SRR31290168_NODE_17_length_93219_cov_102.531210_fragment_1	36309
